median__amt,median__amt_log,median__avg_amt_user,median__amt_to_mean,median__city_pop,constant__std_amt_user,time__hour,time__day_of_week,time__month,binary__is_night,binary__is_weekend,cat__0,cat__1,cat__2,cat__3,cat__4,gen__gender_F,gen__gender_M
0.4243866751009098,-0.6818581409770622,1.1617462446786708,-0.020436281681356014,0.5797371486248049,0.5650036583602954,-0.2822521021384082,-0.1957805693539854,-0.11248241095971347,-0.015515982561201654,-0.002460858733871414,0.42971478139189473,0.595551743763027,0.7141025768384578,-0.20175907366468165,1.445450410614861,0.03994252889941751,0.00883236076348648
